County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
winnebago county,IL,10,Low,None,Low,Medium,Low,None,Low,None,Low,None,High
woodford county,IL,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
adams county,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
allen county,IN,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
bartholomew county,IN,15,Low,None,High,Medium,Medium,None,Low,None,High,None,High
benton county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
blackford county,IN,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
boone county,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
brown county,IN,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
carroll county,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
cass county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
clark county,IN,13,Low,None,High,Medium,Medium,None,Low,None,Low,None,High
clay county,IN,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
clinton county,IN,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
crawford county,IN,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
daviess county,IN,13,Low,None,Medium,Medium,Medium,None,Medium,None,High,None,Low
dearborn county,IN,14,Low,None,Medium,Medium,High,None,Low,None,High,None,Medium
decatur county,IN,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
dekalb county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
delaware county,IN,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
dubois county,IN,14,Low,None,Medium,Medium,Medium,None,Medium,None,High,None,Medium
elkhart county,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
fayette county,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
floyd county,IN,11,Low,None,High,Low,Low,None,Low,None,Medium,None,Medium
fountain county,IN,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
franklin county,IN,11,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Medium
fulton county,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
gibson county,IN,14,Low,None,Medium,Medium,Medium,None,Medium,None,High,None,Medium
grant county,IN,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
greene county,IN,11,Low,None,Medium,Medium,Medium,None,Medium,None,Low,None,Low
hamilton county,IN,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
hancock county,IN,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
harrison county,IN,11,Low,None,Medium,Low,Medium,None,Low,None,High,None,Low
hendricks county,IN,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
henry county,IN,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
howard county,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
huntington county,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
jackson county,IN,12,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Medium
jasper county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
jay county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
jefferson county,IN,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
jennings county,IN,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
johnson county,IN,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
knox county,IN,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
kosciusko county,IN,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
lagrange county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
lake county,IN,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
laporte county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
lawrence county,IN,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
madison county,IN,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
marion county,IN,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
marshall county,IN,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
martin county,IN,10,Low,None,Low,Medium,Medium,None,Medium,None,Low,None,Low
miami county,IN,13,Low,None,Medium,Medium,Low,None,Low,None,High,None,High
monroe county,IN,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
montgomery county,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
morgan county,IN,15,Low,None,High,Medium,Medium,None,Low,None,High,None,High
newton county,IN,12,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Medium
noble county,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
ohio county,IN,13,Low,None,High,Medium,High,None,Low,None,Low,None,Medium
orange county,IN,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
owen county,IN,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
parke county,IN,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
perry county,IN,10,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,Low
pike county,IN,12,Low,None,High,Medium,Medium,None,Medium,None,Low,None,Low
porter county,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
posey county,IN,12,Low,None,Medium,Medium,Medium,None,Medium,None,Medium,None,Low
pulaski county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
putnam county,IN,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
randolph county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
ripley county,IN,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
rush county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
scott county,IN,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
shelby county,IN,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
spencer county,IN,13,Low,None,Low,Low,Medium,None,Medium,None,High,None,High
st. joseph county,IN,11,Low,None,High,High,Low,None,Low,None,Low,None,Low
starke county,IN,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
steuben county,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
sullivan county,IN,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
switzerland county,IN,12,Low,None,Low,Medium,High,None,Low,None,Medium,None,Medium
tippecanoe county,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
tipton county,IN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
union county,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
vanderburgh county,IN,15,Low,None,High,Medium,Medium,None,Medium,None,Medium,None,High
vermillion county,IN,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
vigo county,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
wabash county,IN,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
warren county,IN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
warrick county,IN,13,Low,None,Medium,Medium,Low,None,Medium,None,Medium,None,High
washington county,IN,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
wayne county,IN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
wells county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
white county,IN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
whitley county,IN,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
allen county,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
anderson county,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
atchison county,KS,13,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Medium
barber county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
barton county,KS,13,Low,None,High,Medium,Medium,None,Low,None,Low,None,High
bourbon county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
brown county,KS,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
butler county,KS,12,Medium,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
chase county,KS,11,High,None,Medium,Medium,Low,None,Low,None,Low,None,Low
chautauqua county,KS,12,High,None,Low,Medium,Low,None,Low,None,High,None,Low
cherokee county,KS,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
cheyenne county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
clark county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
clay county,KS,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
cloud county,KS,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
coffey county,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
comanche county,KS,11,Medium,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
cowley county,KS,12,Medium,None,Medium,Low,Low,None,Low,None,High,None,Medium
crawford county,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
decatur county,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
dickinson county,KS,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
doniphan county,KS,12,Low,None,Low,Medium,High,None,Low,None,High,None,Low
douglas county,KS,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
edwards county,KS,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
elk county,KS,10,Medium,None,Medium,Medium,Low,None,Low,None,Low,None,Low
ellis county,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
ellsworth county,KS,12,Medium,None,High,Medium,Medium,None,Low,None,Low,None,Low
finney county,KS,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
ford county,KS,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
franklin county,KS,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
geary county,KS,13,Medium,None,Medium,Medium,Low,None,Low,None,High,None,Medium
gove county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
graham county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
grant county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
gray county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
greeley county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
greenwood county,KS,12,Medium,None,Medium,Medium,Low,None,Low,None,High,None,Low
hamilton county,KS,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
harper county,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
harvey county,KS,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
haskell county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
hodgeman county,KS,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
jackson county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
jefferson county,KS,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
jewell county,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
johnson county,KS,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
kearny county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
kingman county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
kiowa county,KS,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
labette county,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
lane county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
leavenworth county,KS,15,Low,None,High,Medium,Medium,None,Low,None,High,None,High
lincoln county,KS,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
linn county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
logan county,KS,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
lyon county,KS,12,Medium,None,High,Medium,Low,None,Low,None,Low,None,Medium
marion county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
marshall county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
mcpherson county,KS,11,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Medium
meade county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
miami county,KS,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
mitchell county,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
montgomery county,KS,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
morris county,KS,10,Medium,None,Medium,Medium,Low,None,Low,None,Low,None,Low
morton county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
nemaha county,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
neosho county,KS,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
ness county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
norton county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
osage county,KS,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
osborne county,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
ottawa county,KS,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
pawnee county,KS,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
phillips county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
pottawatomie county,KS,13,Medium,None,Medium,Medium,Low,None,Low,None,High,None,Medium
pratt county,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
rawlins county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
reno county,KS,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
republic county,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
rice county,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
riley county,KS,13,Low,None,Medium,Medium,Low,None,Low,None,High,None,High
rooks county,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
rush county,KS,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
russell county,KS,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
saline county,KS,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
scott county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
sedgwick county,KS,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
seward county,KS,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
shawnee county,KS,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
sheridan county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
sherman county,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
smith county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
stafford county,KS,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
stanton county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
stevens county,KS,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
sumner county,KS,14,Low,None,High,Medium,Low,Low,Low,None,Medium,None,High
thomas county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
trego county,KS,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
wabaunsee county,KS,12,Medium,None,Medium,Medium,Low,None,Low,None,High,None,Low
wallace county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
washington county,KS,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
wichita county,KS,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
wilson county,KS,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
woodson county,KS,10,Low,None,Low,Medium,Low,None,Low,None,High,None,Low
wyandotte county,KS,16,Low,None,High,Medium,High,None,Low,None,High,None,High
adair county,KY,11,Low,None,Medium,Low,Medium,None,Low,None,High,None,Low
allen county,KY,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
anderson county,KY,14,Low,None,High,Medium,Low,Medium,Low,None,High,None,Low
ballard county,KY,15,Low,None,Medium,Low,High,None,High,None,High,None,Medium
barren county,KY,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
bath county,KY,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
bell county,KY,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
boone county,KY,15,Low,None,High,Medium,High,None,Low,None,Medium,None,High
bourbon county,KY,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
boyd county,KY,16,Low,None,Medium,Medium,High,Medium,Low,None,Medium,None,High
boyle county,KY,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
bracken county,KY,11,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Medium
breathitt county,KY,14,Low,None,Low,Medium,High,Low,Low,None,High,None,Medium
breckinridge county,KY,12,Low,None,Low,Low,Medium,None,Low,None,High,None,High
bullitt county,KY,12,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,High
butler county,KY,11,Low,None,Low,Low,Low,Low,Low,None,Medium,None,High
caldwell county,KY,11,Low,None,Medium,Low,Low,None,Medium,None,High,None,Low
calloway county,KY,13,Low,None,High,Low,Low,None,Medium,None,High,None,Medium
campbell county,KY,12,Low,None,Low,Medium,High,None,Low,None,Low,None,High
carlisle county,KY,12,Low,None,Low,Low,Medium,None,High,None,Medium,None,Medium
carroll county,KY,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
carter county,KY,11,Low,None,Low,Medium,High,None,Low,None,Low,None,Medium
casey county,KY,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
christian county,KY,12,Low,None,Low,Low,Low,Low,Medium,None,High,None,Medium
clark county,KY,8,Low,None,Low,Low,Low,None,Low,None,Low,None,Medium
clay county,KY,12,Low,None,Low,Medium,High,Low,Medium,None,Low,None,Low
clinton county,KY,14,Low,None,High,Low,High,Medium,Low,None,Low,None,Medium
crittenden county,KY,14,Low,None,High,Low,Low,None,Medium,None,High,None,High
cumberland county,KY,13,Low,None,Medium,Low,Medium,Medium,Low,None,Low,None,High
daviess county,KY,15,Low,None,High,Low,Medium,None,Medium,None,High,None,High
edmonson county,KY,12,Low,None,Low,Low,Low,Low,Low,None,High,None,High
elliott county,KY,13,Low,None,Low,Medium,High,Low,Low,None,High,None,Low
estill county,KY,15,Low,None,Medium,Medium,Medium,Medium,Low,None,Medium,None,High
fayette county,KY,11,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Medium
fleming county,KY,11,Low,None,Low,Medium,Medium,Low,Low,None,Medium,None,Low
floyd county,KY,14,Low,None,None,Medium,High,Medium,Low,None,Medium,None,High
franklin county,KY,11,Low,None,Medium,Low,Low,None,Low,None,Medium,None,High
fulton county,KY,13,Low,None,Medium,Low,High,None,High,None,Low,None,Medium
gallatin county,KY,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
garrard county,KY,11,Medium,None,Medium,Low,Medium,None,Low,None,Medium,None,Low
grant county,KY,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
graves county,KY,12,Low,None,Medium,Low,Low,None,High,None,High,None,Low
grayson county,KY,11,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Medium
green county,KY,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
greenup county,KY,14,Low,None,Low,Medium,High,Low,Low,None,Medium,None,High
hancock county,KY,12,Low,None,Medium,Low,Medium,None,Medium,None,Low,None,High
hardin county,KY,11,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Medium
harlan county,KY,13,Low,None,Low,Medium,High,None,Medium,None,Medium,None,Medium
harrison county,KY,10,Low,None,Low,Low,Low,None,Low,None,High,None,Medium
hart county,KY,11,Low,None,Medium,Low,Low,Low,Low,None,High,None,Low
henderson county,KY,15,Low,None,High,Low,Medium,None,Medium,None,High,None,High
henry county,KY,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
hickman county,KY,14,Low,None,Medium,Low,Medium,None,High,None,High,None,Medium
hopkins county,KY,11,Low,None,Medium,Low,Low,None,Medium,None,High,None,Low
jackson county,KY,15,High,None,Low,Medium,High,Medium,Low,None,Medium,None,Low
jefferson county,KY,10,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Medium
jessamine county,KY,9,Low,None,Low,Low,Low,None,Low,None,Medium,None,Medium
johnson county,KY,12,Low,None,Low,Medium,High,None,Low,None,Low,None,High
kenton county,KY,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
knott county,KY,12,Low,None,None,Medium,High,Low,Low,None,High,None,Low
knox county,KY,12,Medium,None,Low,Low,High,None,Medium,None,Low,None,Medium
larue county,KY,11,Low,None,Medium,Low,Medium,Low,Low,None,Medium,None,Low
laurel county,KY,17,High,None,High,Low,High,Medium,Low,None,High,None,Low
lawrence county,KY,12,Medium,None,None,Medium,High,Low,Low,None,Low,None,Medium
lee county,KY,15,Medium,None,Low,Medium,High,Medium,Low,None,High,None,Low
leslie county,KY,13,Low,None,Low,Medium,High,None,Medium,None,High,None,Low
letcher county,KY,12,Low,None,Low,Medium,High,None,Low,None,High,None,Low
lewis county,KY,11,Low,None,Low,Medium,Medium,Low,Low,None,Low,None,Medium
lincoln county,KY,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
livingston county,KY,11,Low,None,Low,Low,Low,None,Medium,None,Medium,None,High
logan county,KY,9,Low,None,Medium,Low,Low,Low,Low,None,Low,None,Low
lyon county,KY,8,Low,None,Low,Low,Low,None,Medium,None,Low,None,Low
madison county,KY,11,Medium,None,Medium,Low,Medium,None,Low,None,Low,None,Medium
magoffin county,KY,13,Low,None,Low,Medium,High,Low,Low,None,High,None,Low
marion county,KY,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
marshall county,KY,11,Low,None,Medium,Low,Low,None,Medium,None,Low,None,High
martin county,KY,10,Low,None,None,Medium,High,None,Low,None,Low,None,Medium
mason county,KY,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
mccracken county,KY,15,Low,None,High,Low,Low,None,High,None,High,None,High
mccreary county,KY,13,Low,None,Medium,Low,High,Low,Low,None,High,None,Low
mclean county,KY,12,Low,None,Medium,Low,Medium,None,Medium,None,Low,None,High
meade county,KY,11,Low,None,Medium,Low,Medium,None,Low,None,Low,None,High
menifee county,KY,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
mercer county,KY,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
metcalfe county,KY,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
monroe county,KY,11,Low,None,Low,Low,Medium,Low,Low,None,Medium,None,Medium
montgomery county,KY,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
morgan county,KY,14,Medium,None,Low,Medium,High,Low,Low,None,High,None,Low
muhlenberg county,KY,13,Low,None,Medium,Low,Low,None,Medium,None,High,None,High
nelson county,KY,10,Low,None,Medium,Low,Medium,Low,Low,None,Low,None,Low
nicholas county,KY,11,Low,None,Low,Medium,Low,Medium,Low,None,Medium,None,Low
ohio county,KY,10,Low,None,Low,Low,Low,None,Medium,None,Low,None,High
oldham county,KY,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
owen county,KY,9,Low,None,Low,Low,Low,None,Low,None,Medium,None,Medium
owsley county,KY,15,Medium,None,Low,Medium,High,Medium,Low,None,High,None,Low
pendleton county,KY,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
perry county,KY,12,Low,None,None,Medium,High,Low,Low,None,Medium,None,Medium
pike county,KY,12,Low,None,Low,Medium,High,Low,Low,None,Low,None,Medium
powell county,KY,12,Low,None,Medium,Medium,High,None,Low,None,Low,None,Medium
pulaski county,KY,13,Low,None,Medium,Low,High,Medium,Low,None,Medium,None,Low
robertson county,KY,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
rockcastle county,KY,13,Medium,None,Low,Low,High,Low,Low,None,High,None,Low
rowan county,KY,10,Low,None,Low,Low,High,None,Low,None,Medium,None,Low
russell county,KY,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
scott county,KY,10,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Low
shelby county,KY,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
simpson county,KY,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
spencer county,KY,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
taylor county,KY,9,Low,None,Medium,Low,Medium,None,Low,None,Low,None,Low
todd county,KY,9,Low,None,Low,Low,Low,Low,Medium,None,Low,None,Low
trigg county,KY,11,Low,None,Medium,Low,Low,None,Medium,None,High,None,Low
trimble county,KY,12,Low,None,Low,Medium,Low,None,Low,None,High,None,High
union county,KY,12,Low,None,Medium,Low,Medium,None,Medium,None,Low,None,High
warren county,KY,11,Low,None,Medium,Low,Low,Low,Low,None,Low,None,High
washington county,KY,10,Low,None,Medium,Medium,Low,Low,Low,None,Low,None,Low
wayne county,KY,13,Low,None,Low,Medium,High,Medium,Low,None,Medium,None,Low
webster county,KY,13,Low,None,High,Low,Medium,None,Medium,None,Low,None,High
whitley county,KY,15,Medium,None,Low,Medium,High,None,Medium,None,High,None,Medium
wolfe county,KY,14,Medium,None,Low,Medium,High,Low,Low,None,High,None,Low
woodford county,KY,12,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,Medium
acadia parish,LA,15,Low,None,High,Low,Low,Medium,Low,None,High,None,High
allen parish,LA,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
ascension parish,LA,15,Low,None,High,Low,Medium,High,Low,None,High,None,Low
assumption parish,LA,18,Low,None,High,Low,High,High,Low,None,High,None,High
avoyelles parish,LA,14,Low,None,High,Low,Medium,Medium,Low,None,High,None,Low
beauregard parish,LA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
bienville parish,LA,12,Medium,None,Medium,Low,Low,Low,Low,None,High,None,Low
bossier parish,LA,16,Medium,None,High,Low,Low,Medium,Low,None,High,None,High
caddo parish,LA,14,Low,None,High,Low,Low,Medium,Low,None,High,None,Medium
calcasieu parish,LA,17,Medium,None,High,Low,Low,High,Low,None,High,None,High
caldwell parish,LA,14,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
cameron parish,LA,15,High,None,Medium,Low,Low,High,Low,None,Low,None,High
catahoula parish,LA,13,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,Low
claiborne parish,LA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
concordia parish,LA,14,Low,None,Medium,Low,High,Medium,Low,None,High,None,Low
de soto parish,LA,13,Low,None,High,Low,Low,Medium,Low,None,High,None,Low
east baton rouge parish,LA,17,Low,None,High,Low,Medium,High,Low,None,High,None,High
east carroll parish,LA,14,Low,None,High,Low,Medium,Medium,Low,None,High,None,Low
east feliciana parish,LA,15,Medium,None,Medium,Low,Medium,High,Low,None,High,None,Low
evangeline parish,LA,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
franklin parish,LA,13,Low,None,High,Low,Medium,Medium,Low,None,Medium,None,Low
grant parish,LA,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
iberia parish,LA,16,Low,None,Medium,Low,Medium,High,Low,None,High,None,High
